EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EPISODE_ID,CZ_FIPS,WFO,END_LOCATION
5359481,MERCED CO.,LOS BANOS,6/15/2003,1350,1153157,47,HNX,LOS BANOS
5363437,SAN BERNARDINO CO.,HESPERIA,6/15/2003,1600,1154706,71,SGX,HESPERIA
5359482,KERN CO.,CALIENTE,6/16/2003,2122,1153158,29,HNX,CALIENTE
5363434,RIVERSIDE CO.,MECCA,6/26/2003,1042,1154703,65,SGX,MECCA
5363048,RIVERSIDE CO.,CORONA,6/26/2003,1330,1154708,65,SGX,CORONA
5359483,KERN CO.,LAKE ISABELLA,6/26/2003,1521,1153159,29,HNX,LAKE ISABELLA
5359484,TULARE CO.,CAMP NELSON,6/28/2003,1103,1153160,107,HNX,CAMP NELSON
5359485,KERN CO.,LEBEC,6/29/2003,1311,1153161,29,HNX,LEBEC
5359486,KERN CO.,LAKE ISABELLA,6/29/2003,1521,1153162,29,HNX,LAKE ISABELLA
5364591,RIVERSIDE CO.,CORONA,6/30/2003,1300,1154709,65,SGX,CORONA
5364590,RIVERSIDE CO.,MURRIETA,6/30/2003,1300,1154709,65,SGX,MURRIETA
5364592,SAN DIEGO CO.,EL CAJON,6/30/2003,1345,1154709,73,SGX,EL CAJON
5359487,MERCED CO.,LOS BANOS,6/30/2003,1715,1153163,47,HNX,LOS BANOS
5365758,SAN DIEGO CO.,EL CAJON,7/1/2003,0,1155914,73,SGX,EL CAJON
5367127,KERN CO.,LEBEC,7/1/2003,0,1156033,29,HNX,LEBEC
5367226,MARIPOSA CO.,MARIPOSA,7/3/2003,1019,1156041,43,HNX,MARIPOSA
5365759,RIVERSIDE CO.,LAKE ELSINORE,7/3/2003,1200,1155915,65,SGX,LAKE ELSINORE
5365762,RIVERSIDE CO.,HEMET,7/4/2003,1330,1155917,65,SGX,HEMET
5365768,SAN BERNARDINO CO.,RANCHO CUCAMONGA,7/5/2003,1320,1155922,71,SGX,RANCHO CUCAMONGA
5365767,RIVERSIDE CO.,PERRIS,7/5/2003,1520,1155921,65,SGX,PERRIS
5365766,RIVERSIDE CO.,CALIMESA,7/6/2003,1030,1155920,65,SGX,CALIMESA
5365769,SAN BERNARDINO CO.,ALTA LOMA,7/6/2003,1320,1155922,71,SGX,ALTA LOMA
5365770,SAN BERNARDINO CO.,SAN BERNARDINO,7/7/2003,1004,1155923,71,SGX,SAN BERNARDINO
5367228,KERN CO.,LEBEC,7/7/2003,1400,1156043,29,HNX,LEBEC
5365771,SAN DIEGO CO.,(SAN)SAN DIEGO INTL,7/7/2003,1500,1155924,73,SGX,(SAN)SAN DIEGO INTL
5367223,KERN CO.,LAKE ISABELLA,7/8/2003,518,1156038,29,HNX,LAKE ISABELLA
5367227,TULARE CO.,SPRINGVILLE,7/8/2003,1213,1156042,107,HNX,SPRINGVILLE
5367224,MADERA CO.,OAKHURST,7/8/2003,1317,1156039,39,HNX,OAKHURST
5367225,MARIPOSA CO.,EL PORTAL,7/8/2003,1455,1156040,43,HNX,EL PORTAL
5365775,SAN DIEGO CO.,LAKE HENSHAW,7/12/2003,1830,1155927,73,SGX,LAKE HENSHAW
5365774,SAN DIEGO CO.,ESCONDIDO,7/13/2003,1000,1155926,73,SGX,ESCONDIDO
5365776,RIVERSIDE CO.,AGUANGA,7/14/2003,1610,1155928,65,SGX,AGUANGA
5367229,KERN CO.,TEHACHAPI,7/15/2003,1329,1156044,29,HNX,TEHACHAPI
5365778,RIVERSIDE CO.,TEMECULA,7/16/2003,1219,1155929,65,SGX,TEMECULA
5365777,SAN DIEGO CO.,WARNER SPGS,7/16/2003,1800,1155929,73,SGX,WARNER SPGS
5372413,MARIPOSA CO.,YOSEMITE VLG,7/19/2003,1600,1162967,43,HNX,YOSEMITE VLG
5367230,KERN CO.,METTLER,7/20/2003,1122,1156045,29,HNX,METTLER
5333725,MARIPOSA CO.,YOSEMITE VLG,7/20/2003,1600,1161727,43,HNX,YOSEMITE VLG
5367231,KERN CO.,TEHACHAPI,7/21/2003,1340,1156046,29,HNX,TEHACHAPI
5367232,KERN CO.,HAVILAH,7/23/2003,1710,1156047,29,HNX,HAVILAH
5365833,RIVERSIDE CO.,SAN JACINTO,7/25/2003,1227,1155934,65,SGX,SAN JACINTO
5365835,SAN BERNARDINO CO.,LYTLE CREEK,7/26/2003,1300,1155936,71,SGX,LYTLE CREEK
5365834,SAN BERNARDINO CO.,HESPERIA,7/27/2003,1500,1155935,71,SGX,HESPERIA
5333794,TULARE CO.,WILSONIA,7/28/2003,0,1161729,107,HNX,WILSONIA
5367312,KERN CO.,LAKE ISABELLA,7/30/2003,37,1156048,29,HNX,LAKE ISABELLA
5365839,RIVERSIDE CO.,CALIMESA,7/30/2003,900,1155940,65,SGX,CALIMESA
5332500,TULARE CO.,CAMP NELSON,7/31/2003,1800,1161725,107,HNX,CAMP NELSON
5332501,TULARE CO.,CAMP NELSON,8/1/2003,0,1161726,107,HNX,CAMP NELSON
5372410,MARIPOSA CO.,YOSEMITE VLG,8/1/2003,0,1162964,43,HNX,YOSEMITE VLG
5333795,TULARE CO.,WILSONIA,8/1/2003,0,1161730,107,HNX,WILSONIA
5333726,MARIPOSA CO.,YOSEMITE VLG,8/1/2003,0,1161728,43,HNX,YOSEMITE VLG
5332493,KERN CO.,LAKE ISABELLA,8/1/2003,0,1161722,29,HNX,LAKE ISABELLA
5369446,SAN DIEGO CO.,LAKE HENSHAW,8/4/2003,1257,1160177,73,SGX,LAKE HENSHAW
5369444,SAN DIEGO CO.,(MYF)MNTGMRY FLD SAN,8/10/2003,1530,1160175,73,SGX,(MYF)MNTGMRY FLD SAN
5369448,SAN BERNARDINO CO.,CHINO,8/14/2003,2100,1160179,71,SGX,CHINO
5369450,SAN BERNARDINO CO.,YUCAIPA,8/15/2003,1050,1160181,71,SGX,YUCAIPA
5369449,RIVERSIDE CO.,BANNING,8/17/2003,1418,1160180,65,SGX,BANNING
5369451,RIVERSIDE CO.,MORENO VALLEY,8/18/2003,1250,1160182,65,SGX,MORENO VALLEY
5369452,RIVERSIDE CO.,MORENO VALLEY,8/18/2003,1300,1160183,65,SGX,MORENO VALLEY
5369453,SAN BERNARDINO CO.,CAJON,8/20/2003,1545,1160184,71,SGX,CAJON
5333796,TULARE CO.,MINERAL KING,8/21/2003,1300,1161731,107,HNX,MINERAL KING
5369454,SAN DIEGO CO.,RAMONA,8/23/2003,1140,1160185,73,SGX,RAMONA
5369457,RIVERSIDE CO.,PERRIS,8/23/2003,1252,1160188,65,SGX,PERRIS
5369455,SAN BERNARDINO CO.,DEVORE,8/23/2003,1338,1160186,71,SGX,DEVORE
5375225,SANTA CLARA CO.,CENTRAL PORTION,8/25/2003,2200,1161479,85,MTR,CENTRAL PORTION
5333038,MARIPOSA CO.,CATHEYS VLY,8/26/2003,700,1161732,43,HNX,CATHEYS VLY
5369515,SAN DIEGO CO.,POWAY,8/27/2003,1430,1160189,73,SGX,POWAY
5369517,SAN BERNARDINO CO.,PHELAN,8/28/2003,1425,1160191,71,SGX,PHELAN
5337826,MARIPOSA CO.,YOSEMITE VLG,9/1/2003,0,1162959,43,HNX,YOSEMITE VLG
5372409,MARIPOSA CO.,YOSEMITE VLG,9/1/2003,0,1162963,43,HNX,YOSEMITE VLG
5372406,TULARE CO.,WILSONIA,9/1/2003,0,1162960,107,HNX,WILSONIA
5337474,RIVERSIDE CO.,MORENO VALLEY,9/2/2003,1030,1162351,65,SGX,MORENO VALLEY
5372408,MADERA CO.,MAMMOTH MOUNTAIN,9/3/2003,0,1162962,39,HNX,MAMMOTH MOUNTAIN
5336863,HUMBOLDT CO.,WEOTT,9/3/2003,700,1162830,23,EKA,WEOTT
5336865,TRINITY CO.,DEL LOMA,9/3/2003,700,1162830,105,EKA,DEL LOMA
5336864,MENDOCINO CO.,COVELO,9/3/2003,700,1162830,45,EKA,COVELO
5337473,RIVERSIDE CO.,(RAL)RIVERSIDE MUNI,9/3/2003,1106,1162350,65,SGX,(RAL)RIVERSIDE MUNI
5337472,SAN DIEGO CO.,CAMP PENDLETON,9/3/2003,1400,1162349,73,SGX,CAMP PENDLETON
5372412,TULARE CO.,PORTERVILLE,9/3/2003,1700,1162966,107,HNX,PORTERVILLE
5372407,TULARE CO.,VISALIA,9/5/2003,1200,1162961,107,HNX,VISALIA
5337471,SAN BERNARDINO CO.,HIGHLAND,9/5/2003,1404,1162348,71,SGX,LAKE ARROWHEAD
5374877,SISKIYOU CO.,COUNTYWIDE,9/12/2003,632,1162215,93,MFR,COUNTYWIDE
5337470,SAN BERNARDINO CO.,LOMA LINDA,9/12/2003,1500,1162347,71,SGX,LOMA LINDA
5372411,TULARE CO.,PORTERVILLE,9/15/2003,1121,1162965,107,HNX,PORTERVILLE
5337469,SAN BERNARDINO CO.,HESPERIA,9/17/2003,1240,1162346,71,SGX,HESPERIA
5375291,SISKIYOU CO.,COUNTYWIDE,9/21/2003,635,1162223,93,MFR,COUNTYWIDE
5337881,RIVERSIDE CO.,BEAUMONT,9/23/2003,928,1162370,65,SGX,BEAUMONT
5336816,TULARE CO.,PORTERVILLE,10/1/2003,0,1162998,107,HNX,PORTERVILLE
5336815,MARIPOSA CO.,YOSEMITE VLG,10/1/2003,0,1162997,43,HNX,YOSEMITE VLG
5336813,TULARE CO.,THREE RIVERS,10/1/2003,0,1162995,107,HNX,THREE RIVERS
5336812,TULARE CO.,WILSONIA,10/1/2003,0,1162994,107,HNX,WILSONIA
5336811,MARIPOSA CO.,YOSEMITE VLG,10/1/2003,0,1162993,43,HNX,YOSEMITE VLG
5336814,MADERA CO.,MAMMOTH MOUNTAIN,10/1/2003,0,1162996,39,HNX,MAMMOTH MOUNTAIN
5346289,SAN BERNARDINO CO.,LYTLE CREEK,10/1/2003,1413,1148420,71,SGX,LYTLE CREEK
5335894,SAN BERNARDINO CO.,VICTORVILLE,10/1/2003,1530,1163272,71,SGX,VICTORVILLE
5337166,SISKIYOU CO.,COUNTYWIDE,10/12/2003,1508,1163020,93,MFR,COUNTYWIDE
5335895,SAN DIEGO CO.,DE LUZ,10/21/2003,1201,1163273,73,SGX,DE LUZ
5331771,LOS ANGELES CO.,CLAREMONT,10/21/2003,1400,1163759,37,LOX,CLAREMONT
5335896,SAN BERNARDINO CO.,FONTANA,10/21/2003,1422,1163274,71,SGX,LYTLE CREEK
5335893,RIVERSIDE CO.,HIGH GROVE,10/21/2003,1611,1163271,65,SGX,MORENO VALLEY
5331769,VENTURA CO.,PIRU,10/23/2003,1400,1163757,111,LOX,PIRU
5337167,SISKIYOU CO.,COUNTYWIDE,10/24/2003,700,1163021,93,MFR,COUNTYWIDE
5331884,LOS ANGELES CO.,NEWHALL,10/24/2003,1400,1163760,37,LOX,NEWHALL
5335897,SAN BERNARDINO CO.,SAN BERNARDINO,10/25/2003,900,1163275,71,SGX,YUCAIPA
5331770,VENTURA CO.,SIMI,10/25/2003,1400,1163758,111,LOX,SIMI
5335898,SAN DIEGO CO.,PINE HILLS,10/25/2003,1737,1163276,73,SGX,MIRAMAR
5335978,SAN DIEGO CO.,VALLEY CENTER,10/26/2003,130,1163280,73,SGX,ESCONDIDO
5335900,RIVERSIDE CO.,SAGE,10/26/2003,1145,1163278,65,SGX,RANCHO CALIFORNIA
5335901,SAN DIEGO CO.,DULZURA,10/26/2003,1300,1163279,73,SGX,DULZURA
5335899,RIVERSIDE CO.,ANZA,10/26/2003,1300,1163277,65,SGX,ANZA
5331114,C VENTURA (ZONE), ,11/1/2003,0,1164508,44,LOX, 
5371126,TULARE CO.,THREE RIVERS,11/1/2003,0,1163526,107,HNX,THREE RIVERS
5371124,TULARE CO.,PORTERVILLE,11/1/2003,0,1163524,107,HNX,PORTERVILLE
5371125,TULARE CO.,WILSONIA,11/1/2003,0,1163525,107,HNX,WILSONIA
5331115,S VENTURA T X S (ZONE), ,11/1/2003,0,1164509,45,LOX, 
5331123,N LOS ANGELES T X N (ZONE), ,11/1/2003,0,1164513,54,LOX, 
5336551,SAN BERNARDINO CO.,UPLAND,11/1/2003,0,1163927,71,SGX,MUSCOY
5336552,SAN BERNARDINO CO.,HESPERIA,11/1/2003,0,1163928,71,SGX,LAKE ARROWHEAD
5335139,RIVERSIDE CO.,RANCHO CALIFORNIA,11/1/2003,0,1163930,65,SGX,RANCHO CALIFORNIA
5335140,SAN DIEGO CO.,ESCONDIDO,11/1/2003,0,1163931,73,SGX,VALLEY CENTER
5336553,SAN DIEGO CO.,MIRAMAR,11/1/2003,0,1163929,73,SGX,RAMONA
5393393,SAN BERNARDINO COUNTY MOUNTAINS (ZONE), ,3/25/2004,1330,1168731,55,SGX, 
