EVENT_ID,CZ_NAME_STR,BEGIN_DATE,EPISODE_ID,CZ_FIPS,WFO
554115,TULARE CTY MTNS (ZONE),2/1/2015,92486,97,HNX
554116,INDIAN WELLS VLY (ZONE),2/1/2015,92486,98,HNX
554113,KERN CTY MTNS (ZONE),2/1/2015,92486,95,HNX
554111,S SIERRA FOOTHILLS (ZONE),2/1/2015,92486,93,HNX
554112,TULARE CTY FOOTHILLS (ZONE),2/1/2015,92486,94,HNX
554110,SE S.J. VALLEY (ZONE),2/1/2015,92486,92,HNX
554109,SW S.J. VALLEY (ZONE),2/1/2015,92486,91,HNX
554114,S SIERRA MTNS (ZONE),2/1/2015,92486,96,HNX
568057,MOTHERLODE/CAMPTONVILLE TO GROVELAND (ZONE),3/1/2015,94447,67,STO
562217,TULARE CTY MTNS (ZONE),3/1/2015,93600,97,HNX
562216,S SIERRA MTNS (ZONE),3/1/2015,93600,96,HNX
562215,KERN CTY MTNS (ZONE),3/1/2015,93600,95,HNX
562214,TULARE CTY FOOTHILLS (ZONE),3/1/2015,93600,94,HNX
562213,S SIERRA FOOTHILLS (ZONE),3/1/2015,93600,93,HNX
562212,SE S.J. VALLEY (ZONE),3/1/2015,93600,92,HNX
562211,SW S.J. VALLEY (ZONE),3/1/2015,93600,91,HNX
562210,E CENTRAL S.J. VALLEY (ZONE),3/1/2015,93600,90,HNX
562219,SE KERN CTY DESERT (ZONE),3/1/2015,93600,99,HNX
562209,W CENTRAL S.J. VALLEY (ZONE),3/1/2015,93600,89,HNX
562218,INDIAN WELLS VLY (ZONE),3/1/2015,93600,98,HNX
568189,CLEAR LAKE/SOUTHERN LAKE COUNTY (ZONE),3/1/2015,94447,64,STO
568188,MOUNTAINS SOUTHWEST SHASTA COUNTY TO NORTHERN LAKE COUNTY (ZONE),3/1/2015,94447,63,STO
568185,WEST SLOPE NORTHERN SIERRA NEVADA (ZONE),3/1/2015,94447,69,STO
568065,SOUTHERN SACRAMENTO VALLEY (ZONE),3/1/2015,94447,17,STO
568064,NORTHERN SAN JOAQUIN VALLEY (ZONE),3/1/2015,94447,19,STO
568186,CENTRAL SACRAMENTO VALLEY (ZONE),3/1/2015,94447,16,STO
568184,NORTHERN SACRAMENTO VALLEY (ZONE),3/1/2015,94447,15,STO
568227,MOUNTAINS SOUTHWEST SHASTA COUNTY TO NORTHERN LAKE COUNTY (ZONE),4/1/2015,94508,63,STO
567955,SW S.J. VALLEY (ZONE),4/1/2015,94454,91,HNX
567953,W CENTRAL S.J. VALLEY (ZONE),4/1/2015,94454,89,HNX
568226,NORTHERN SAN JOAQUIN VALLEY (ZONE),4/1/2015,94508,19,STO
568225,CENTRAL SACRAMENTO VALLEY (ZONE),4/1/2015,94508,16,STO
568223,SOUTHERN SACRAMENTO VALLEY (ZONE),4/1/2015,94508,17,STO
568221,NORTHERN SACRAMENTO VALLEY (ZONE),4/1/2015,94508,15,STO
568230,WEST SLOPE NORTHERN SIERRA NEVADA (ZONE),4/1/2015,94508,69,STO
